"Y","mol","Structure (Fingerprint)"
3.0065,"COc1cc(-c2ccc3nc(C)c(-c4cnc(N)c(C(F)(F)F)c4)n3n2)ccc1OCCNC(=O)Nc1cccc(C(F)(F)F)c1","0001000000000100000000000000001001000000000100000000000001100000000000000000010000000000100100000000010000000001000000010000000100100000000000000000100000000000000010000000001000100010000000001000001000001000000000101100000000000001000000000000000000000000010000000000000000000000000000000000000001000001000000000000100010000100100000000000000000000000000010000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000110000000000001000100010000000000000000000000000010000000000000000000000000011010001100100000100000011010000000000000001000000000000001000000000000000000000100000000000000000000000000000000000000000001000000000000000000000010000000000000000000000000010000000000001000000000000100000000000000100000000000000000010000100100100000010000000000000000000000000000000000001000000000010000000100000000000001000000000000000000010100000000000100000000000000010000000000000000000000000000001000000000000000001010000000000010"
3.04,"Nc1ncnc2c1c(-c1cccc3[nH]ccc13)nn2C1CCCC1","0000100000000000000000000000000000000001000000000000001000000001000000000000000000000000100100000100000000000000000000000000000000000100010000000000000000000000000000100000001000000000000000000000000000000000000000000100000000000000000001000000000000000000000000001010000000000000000000000000000001000000000000001000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000010000000000000000101010000000000000000000001000000000000000000000000000000001000000100000000000000000000000000000000000000000000001010000100000000000000000000000000000000000000000000000001100000000000000000000100110000000000000000001000010000100000000000000000000010000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000001000000000000000000000000000100000000000000000000000000001000000000000000000000000010000000000000000000000000000000000000000000000001000000000010100"
3.0412,"CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1","0000000001000000000000000000000000000001000000000000001001000000000000000100000000000000100000000100000000000000000000000000000000000000000000000000100000000000000000000000001000000000000000001000000000000000000000000000000000000000000000010000000000000000100000001000000010000000001000000000000001000000000000000000000000000000000100000000000000001000000000000000000100000100000000000000000000000000000000000000001000000000100000000000001000000000000000000000000000000001000000000000000000000000000010000000000010000000000000000000000000000000000000000000000000000001000100010000000000000000000000000000001000000000100000000100000000000000001001000000000010000010000100010100001000000000001000000000000000000000000000000000001000000000001000000000000000010001000000000000000000000000000000000000000000000000000000000000001000000000000000010000000000000000000001000000010000000000000000000000110000000100100000000000000000000001000001000100000100000110010000010000000000000000000000000000001000000000000000001000000000000000"
3.05,"CC(C)n1nnc2c(N3CCOCC3)nc(-c3ccc(NC(=O)Nc4ccc(C(N)=O)cc4)cc3)nc21","0000000001000000001000000000000000000000100000000000000001100000000000000100000000000000100000000100000000000000000000000000000100100000000000000000000000000000000000000000001000001010000000001000000000000000000000001000000000000001000000000000000000000000000000001000000000000000000010000000000001000000000000000000000010010000000000000000000000000111000000000000000100000100000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000001000000010000000000000001000000000000001000000000100000000000000000000000001001000000000000000010000100000000000000000000000000000000000000000000001000000000000000000000000010000100000000000000000000010000000000000000000000001000000000000000000000000000000000000000100000000000000000000001000000000010000000001000000100010000010100000000000000000000000000000000000000000000000000000000000000000000000100100000000000000000001000000000000000000000000000000010"
3.05,"C(#Cc1n[nH]c2ncccc12)c1ccncc1","0000000000000100000000000000000000000000000100000000000000100000000010000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000001000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000001000000000000000000001000000000001000000000000010010000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000010100000000000000000000000000000000000000000000100001000000000000000000000100000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000010000000000000000000000000000000000000000000000000000000100000000000100000000000001000000000001000000000000000100000000010000000000000000000000000000000000000000000010000000000000000000"
3.1,"CC(C)n1nc(-c2cccc(CO)c2)c2c(N)ncnc21","0000000000000000001000000000000000000000000000000000000000000001000000000000000000000000100100000000000000000000000000000000000000000000000000000000100000000000000000000000001000000000001000000000000000000000000000001000000000000000000001000000000000000000000000000000000000000000000000010000010001000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000001000000000000000000000000000001000000000000000000000001010000100000000000000000000000000000001000000000000000001000000000000000000000100000000000000000000000000000000100000000000000000000000000000000000000010000000000000001000000000000000000000000000000000001000000001000010000000100000000000000000010001000000000000000000000000000010000000001000000000010100000000000000000000000000000000000000000000000000000100000000000000010000010000000000000001000000001100000000000000001000000000000010"
3.1,"CCn1c(C)c(/C=C2\Oc3ccc(NC(=O)Nc4ccc(CN(C)C)cc4)cc3C2=O)c2cc(OC)ccc21","0000000000000000000000000010000000000000000000000000000001100000000000000001000000000000100000000000000000000000000000000000000000100001000000100000100000000000000000000000111000001010000000000000000000000000000000001000010000000001000001000010000000100000000000000000000000000000010100000000010001000000011000000000000000000100110000000000000000000000000000000000000100010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000100001000000000000000000010000000000100000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100010100000000000000001000000000010000000100010000000000000001000000000000100000000000010000000000000000000000000000000000000001000000100000100000000000010000000000100000010000000000000000000000000000000000000000000010000000000100001000000000000000000000000000000000000000000110000000000000000001000100100000001000000000011000000000000000000000100000000000"
3.1421,"CC(=O)Nc1nc2ccc(-c3cccc4sc(=O)[nH]c34)cc2s1","0000001000000000000000000000000000000001000000000000000000000010000000000000000000000000000000000000000000000000000000000000000100100000001000000000100000000000000000000000001000000000000000001000000000000000000000001000000000000001000000000100000000000000000000000000000000000000000000000000000001000010000100000000000000000000000000000000000000001000000000000000000000000100001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000010000000000000000000000000000000100000000000000000000000000000000000000000000100000000000000000000000000000000010000000001000000000000000000000000000001010000001000000000000000000000100010000000000000000000000000000100000100100000000000000000000000100000000000000000000000000000000000000000000100000000000000001000000000000001000000000000000000000000000000000000000000000000001000001000000000000000000010000000100000000010000000000000000000000000001000000000000000010000000010000000000000000000000000000001000000000000000001000000000000000"
3.15,"CCNC(=O)c1ccc(NC(=O)Nc2ccc(-c3nc(N4CCOCC4)c4nnn(CC)c4n3)cc2)cc1","0000000001000000000000000000000010000000100000000000000001100000000000000100000000000000100000000100000000000000000000000000000100100000000000000000000000000000000000000000001000001000000000001000000000000000000000001000000000001001000000000000000000000000000000001000000000000000000010000000000001000000000000000000000001010000000000000000000000000011000000000000000100000100000000100000000000100000000000000000000000000001000000000000000000000000000000000000100000000001000000000000000000000000000010000000000000000000000000000000000001000000000000000000000000000001000000010010000000000000000000000000001000000000100000000000000000000000001001000000000000000010010100000000000000000000000000000000000000000000000000000000000001000000000000000100000000000010000000010000000000000000000000000000000000000000000000000000000000100000100000000000000000000001000000000100000000000000000100010000010100000000000000000000000000000000000000000000000100000000000000000000000100100000000000000000011000000000000000000000000000000000"
3.15,"CNC(=O)Nc1ccc2c(c1)C(=O)/C(=C/c1c(C3CCCC3)n(CCN3CCN(C)CC3)c3ccc(OC)cc13)O2","0000100000000000000000000010000000000000000000010000000101100000000000000001000000000000100000000100000010000000000000000000000000100101000000100000101000000000000000000000001000001010000000000000000000000000000000001000010000000001000001000010000000100000100000000000000000000000000000000000000001000100011000000000000000000000110000000000001000000000000000000000000100000100000000000000000000000000000000000000000000000000000000000000000001000000100000000000000010000000000000000000000000000000000000000000000100000000000000000000000010000000000000000000000000000101000100000000000000000001000000000000001000000000010000000000000000000000000000000000000000000000000100010100001000000000001000000000010000000100000000000010000000000000000000100000000000010000000000000000000000000000000000000001000000100000100100001000000000000000100000010000000000010000000000000000000000000000000000000000000100000010000000000000000000000000000000000000000100000100000000000001000000000000001000000000001000000000000000000100100000010000"
3.2,"COc1cccc(-c2nn(C(C)C)c3ncnc(N)c23)c1","0000000000000000001000000000000000000000000000000000000000000001000000000001000000000000100100000000000000000000000000000000000000000000000000000000100000000000000000000000001000000010000000000000000000000000000000000000000000000000000001000010000000000000000000000000001000000000000000010000000001000000000000000000000000000000100000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000100000000000000000000000000000000000100000000000000000000001000000000000000000000000000001000000000000000000000001010000100000000000000000000000000000001000000000000000001000000000000000000000100000000000000000000000000000000110000000000000000000000000000000000000010000000000000001000000000000000000000000000000000001000000000000000000000100000000000000000000001000000000000000000000000000010000000001000000000010100000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000001100000000000000001000000000000010"
3.2,"CCn1nnc2c(N3CCOCC3)nc(-c3ccc(NC(=O)Nc4ccc(C(=O)NCCN5CCN(C)CC5)cc4)cc3)nc21","0000000001000000000000000000000010000000100000000000000001100000000000000100000000000000100000000100000000000000000000000000000100100000000000000000000000000000000000000000001000001000000000001000000000000000000000001000000000001001000000000000000000000000100000001000000000000000000010000000000001000000000001000000000000010000000000000000000000000011000010000000000100000100000000100000000000100000000000000000000000000000000000000000010000000000000000000000100000000001000000000000000000000000000010000000000000000000000000000000000001000000000000000000000000000101000000010010000000000000000000000000001000000000100000000000000000000000001001000000000000000010000100000000000000000000000000000000000000000000000000000000000001000000000000000100000000000010000000010000000000000000000000000000000000000000000100001000000000100000100000000000000000000001000000000100000000000000000100010000010100000010000000000000000000000000000000000000000100000100000000000000000100100000000000000000011000000000000000000100000100000000"
3.2,"CN1C2CCC1CC(Oc1nc(-c3ccc(NC(=O)Nc4ccc(C(N)=O)cc4)cc3)nc(N3CCOCC3)n1)C2","0000100001000000000000000000000000000000000000000000000001110000000000000100000000000000100000000100000000000000000000000000000100111000010000000000000000000000000000000000001000001000010000001000000000000000000000001000010000000001000000000000000000000000000000000000000000000000000000000000000001000000000000000000000010000000100000000000000000000010001000000000000100000100000100000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000001000000000000000000000110000000000000000000000000000000000000000000000000000000000000000001000000000000000000000001000000000000001000000000100000000000000010000000001001000000000000000010000100000000000000000100000000000000000000000000001000000010000000000000000000000100000000010000000000000000000000000000000000010000000000000000000000000000000000000000100000000000000010000001000000000000000000001000000100010000000100000010100000000000000000000000000000000000000000000000000000000000000100100000000000000000001000000100000000000000000000000010"
3.25,"CC(C)n1nnc2c(N3CCOCC3)nc(-c3ccc(NC(=O)Nc4ccc(CO)cc4)cc3)nc21","0000000001000000001000000000000000000000100000000000000001100000000000000100000000000000100000000100000000000000000000000000000100100000000000000000000000000000000000000000001000001010001000001000000000000000000000001000000000000001000000000000000000000000000000001000000000000000000010000000010001000000000000000000000000010000000000000000000000000101000000000000000100000100000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000001000000010000000000000000000000000000001000000000100000000000000000000000001001000000000000000010000100000000000000000000000000000000000000000000010000000000000000000000000010000100000000000000000000010000000000000000000000001000000001000000000000000000000000000000100000000000000000000001000000000010000000000000000100010000010100000000000000000000000000000000000000000000000100000000000000000000010100100010000000000000001000000000000000000000000000000010"
3.3,"O=c1cc(-c2cccc3c2Sc2ccccc2S3)oc(N2CCOCC2)c1","0001000001000000000000000000000000000001000001000000000000000000000001000110110000000000100000000100000000000000000000000000000000000000000000000100100000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000001000000000000001000000000010000000000000000000000001000000000000000000101000100000100000000000000000000000000000000000000010000000000000000000000010000000000000000001000000000000000000000000000000000000010000000000000000000000001000000000000000000000000000000000000000001000000000000000000000000000000000000011000000000100000000010000000000000001000000000000000000000000100010000000000000000000000000100000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000010000000000010000000000000000000000000000000000001000000000000000"
3.3,"CCNC(=O)Nc1ccc2ncc(-c3cccc(OC(=O)OCCOC)c3)nc2n1","0000000000000000001000000000000000000000000100000000000010100010000000000000011000000000000000000000000000000000000000100000000000100000000000000000100000000000000000000000001000000010000000001000000000000000000000001100000000000001001000000000000000100000000000000000001000000000000000010000000001000000000000000010001001000000100000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000001000000000000000000000000000000000000010000001000000000000000000000000000000000000000000010000000000000000000000001100000100000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000001000000000000000000000100000000000000000000000000000000010000000001000000000000000001000000000000000000000000001000000000000000000000100000010000000000000000001000000000000000000000100000000000000000000000000001000000000000000000001000000000010000000100000000000000000000000000000100000000000000000100001010000000010000000000000000000000000001001000000000000000001010000000000000"
3.3,"CCN(CC)C(=O)OCn1cc(-c2cc3c(C)nc(N)nc3n(C(C)C)c2=O)nn1","0000010000000001000000000000000000000000000101010000000000000000000000000000000100000000100100000000000000000000000001000000100000100000000000100000100000000000010000000001001001000000000000001000000000000000000000001000000000100000000000000010000000000000000000001000000000001000000000000000000000000000000000000000000000000100100000000000000000000001000000000000000000000100000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000100000000000100000000000000000000000000000010000000000000000000000010010000000000010000000000000001000000000000000000000100010000000000000000001000000000000000000100000000000000000001000010000010000000000000000000000000000000000000000000100000000000000000000001000000000000000000000001000000000000000000000000000000000010000000101010000100000000000000000000000000000000000000000000000100000000001100000000000000000000000000000000000000010000001000000000000000000000000000000010"
3.3,"CS(=O)(=O)N1CCN(Cc2cn3cc(-c4ccc(C#N)nc4)nc(N4CCOCC4)c3n2)CC1","0000000001000000000000000000000000000000000100000000001001000001000010000100000000000000100000000100000000000000000000000000000100000000000000000000000000000000000000000000001100000000000000001000000000000000000000000000000000000000010000010000000000000000100100000000000000000000001000000000010001010000010000000000000000000000000100000000000000100101000000000000001100000100000000000000000000000000000000000000000000000000000000000000001000000000000010000000000000000000000000000000000000000000000010000000000010000000000000000000000000000000000000000000000110000001000100010000000000000000000100000001001000000000100000000000000000000000001001000000000000100001000100000100000000000010000001000000000000000000000000000000000000000000000000001000000000010000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000010000010000000000000000010000000000000000000000000000000100000100000000000000000000000000000000000000001000000000000000000000000000000000"
3.3,"CNC(=O)c1ccc2c(c1)OCCn1cc(-c3ncnn3C(C)C)nc1-2","0000100000001000001000000000000000000000000100000000000000000000000000000100000000000000100001000100000000000000000000000000001000100000000000100000100000000000000000000000001000000000000000001000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000100000000000000000100000010000100000000000100000100000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000100000000000000000000000000000010000000000000000000010000000000000001001000000000000000000000100000001000000000000001000000000000100000000000000000000011000000000001000000000000001000000000000000010000100010010001000000100000000000000000000000000000000000000000000000000000110000000000000000000000010000000000000000000000000001000100000000000000000000000010000000000000000000000000000000000000000100010000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000001000000000000000000000000000000010"
3.3,"COc1ccc2cc1C(=O)NCc1ccc(s1)-c1ncnc3c(C)c(sc13)-c1cnc(OC)c(c1)NS2(=O)=O","0000010000000000101000000000000000000000000100100000010001000000010000000000010000000000000000000100000000001000000000000000000010000000000000000000100000000000000000000000001000000111000000000000000000000100000000000000000000000000000001000000000010000000000001000000000000000000000000000000000001000000000000000100000000010100100000001000000000001000010000000000000000011100000000000000001000000000000000000000000010000000000000000000000000000000000000000000010000000000000000000000000000000000000100000000000110000000000000000000001000000000000000000010000010000000000000000000000000001000000100000000000000100000000000100000000000000000000001000000000000000000000100011000000000000000001000000000100000000100000000000100000000000000100000000001000000001000000000000101001000000000000000000000000000000000000000001000000000000000000000000000000000000000000001000000000000000000000000010000100000000000000000000000000000000000010001000000000000001000000000000100000000000000000101000010001000000000000000000000000000000000"
3.3,"CNC(=O)c1ccc2c(c1)OCCc1sc(-c3ncnn3C(C)C)nc1-2","0000100000000000001000010000000000000000000000000000000000000000000000000100000010000000100001000100000000000000011000000000001000100000000000100000100000000000000000000000001000000000000000001000000000000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000001000000000000000100000000000000000100001010000000000000000100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000010000000000000000000010000000000000001001000100000000000000000000000000000000000000001000000000000100000000000000000000011000000000000000000000000001000000000000000010000100010010001000000000000000000000100000000000000100000000000000000000000110000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000100000000001100010000000000000000000000000000100000000000000000000000000000000000001000000000000000000000000000000000000000000000011000000001000000000000000000000000000000010"
3.35,"CC(C)n1ncnc1-c1nc2c(s1)CCOc1ccccc1-2","0000000000000000001000010000000000000001000000000000000000000000000000000100000010000000100000000100000000000000011000000000000000000000000000100000000000000000000000000000001000000000000000001000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000001000000000000000100000000000000000100001000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000001000000100000000000000000000000010000000000000001000000000000100000000000000000000001000000000000000000000000001000000000000000000000100010010000000000000000010000000100000000000000100000000000000000000000110000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000010100000000001100010000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000010000000000000000000011000000001000000000000000000000000000000010"
3.392344,"Cc1nc(NCC#N)nc(-n2c(Nc3ccc(NC(=S)Nc4cc(Cl)cc(Cl)c4)cc3)nc3ccccc32)n1","0000000000000000000011000000000000000100000000000000001000000000000000000000000000000011100000000000000000000000100000000000000000000000000000000000100100000000000000000000001000001010000000001000000000000000000000001000000000000001010000000000000000000000000000000000000000000000000000000000000001001000000000000000000000000100000000000000000000000100000000000000100000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000001001000000000000000010000000000000000000000000000000000000000100000000100000100000000000000000000000000100000000000000000000000000000000000000000000010000000000000000000100000010000001000000000000000001001100000000000000000000000000000000000000000000000000000000000000000010000000100000000000000000001000000000000000000000000000010000000000000001000010000000000000000000100000000000000010000000000000000010000000000000000100000000000100000000000000000100000101000010000000000001000100000010000000110000000000100000001000000000001000000010000000000000000000000000"
3.4,"CCNC(=O)Nc1ccc2ncc(-c3ccc(OC(=O)N(CC)CC)cc3)nc2n1","0000000000000001000000000000000000000000000101000000000010100010000000000000111000000000000100000000000000000000000000100000000100100000000000100000000000000000000000000000001000000000000000001000000000000000000000001000000000000001000000000010000000100000000000000000000000000000000000000000000001000000010000000010001001000000100000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000100000000000000000000000000000000000000000000000000000000100000100000000000000010000000000000000000000000001000000000000000000000100000000000000000000000000000000010000000001000000000000000001000000000000000000000000001000000000000000000000000000110000000000000000000000000000000000000000100000000000000000000000000001000000000000000000000000000000010000000100000000000100000000000000000100000000000000000100001010000000000000000000000000000000000000001000000000000000000000000000000000"
3.4,"COc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1NC(C)CO","0000100000000000001000000000010000000000000000000000000000000001000000000000010000100000100100000000000000000000000000000000000100000000000000000000100000000000000000000000001000100010000000010000000000000000000000001000000000000000000001000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000100001000000000000000001000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000100000000000000000000001000000100000000000000000000001000000000000000000000001010000100000000000000000000000000000001000000000000000001000000000000000000000100000000000000000000000000000000100000000000000000000000000000000001000010000000000000001000000000000000001000000000000000001000000001000000000000100000000100000000000001000000000000000000000000000010000000001000000000010100000100000000000000000000000000100000000000000000000100000000000000000000000000000000000000000000001100000000000000000000000000000010"
3.4,"CC(=O)c1cccc(-c2nn(C(C)C)c3ncnc(N)c23)c1","0000001000000000001000000000000000000000000000000000000000000011000000000000000000000000100100000000000000000000000000000000000000100000000000000000100000000000000000000000001000000000000000000000000000000000000000001100000000010000000001000000000000000000000000000000000000000000000000010000000001000000000000000000000000000000000000000000000000000001000000000000000000000100000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000001000000000000000000000000000001000000000000000000000001010000100000000000000000000000000000001000000000000000001000000000000000010000100000000000000000000000000000000100000000000000000000000000000000000000010000000000000001000000000000000000000000000000000001000000000000000000000100000000000000000000001010000000000000000000000000010000000001000000000010100000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000001100000000000000001000000000000010"
3.4,"CC(C)n1nc(-c2ccc3nonc3c2)c2c(N)ncnc21","0000000000000000001000000000000000000000000000000000000000000011000000000000000000000000100100000000000000000000000000000000000100000100000000000000100001000000000000000000001000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000001000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000100000000000000000000000000001000000000000000000000000000001000010000000000000001001010000100000000000000000000000000000001000000000000000001000000000000000000000100000000000000000000000000000000100000000000000000000000000000000000000010000000000000001000000000000000000000000000000000001000000000000000010000100000000000000000000001000000000000000000000000000010000000001000000000010100000000010000000000000000000000000000000000000000000000000010000000000000000000000000000000000000001100000000000000000000000000000010"
3.4,"Cc1nc(N)nc2c1cc(-c1ccc(F)cc1)c(=O)n2CC(C)(C)O","0000000000000000000000000000000000000000000000010000000000000000000000000000000000000000100000000000000000000000000000010000000100100000000100000000100000100000000000001000001000000000000000001000000000000000000000001000010000000000000010000000000000000000000000000000000000000000000000000000000001000000000000000000000000001100000000000000000000000001000000000000000000000100010000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000010000000001000000000000010000000000000000100000100000001000000000000000000000100010000000000000000001000000000000000000100000000000000000000000010000000000000000000000000100000000000000000000000000000000000000001000001000000100000000000000000000000000000000000000000000000000000000000101000000000010000000000000000000001000000000000000000000101000000000100000000000000000000000000000000000000010000001000000000000000000000000000000010"
3.4,"CCNc1nc(C)c2cc(-c3cccnc3N)c(=O)n(C3CCCC3)c2n1","0100100000100000000000000000000001000001000000010000001000000000000000000000000000000010100000000100000000000000010000000000000001000100010000000000100000000000000000000000001000000100000000001000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000001000100000000000000000000000001000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000100000000000000001000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000010000000000001010000100000000000000000000000000000000000100000000000001000000000000000000000100010000000000000000011000000000000000010100000000000010000001000000000000000000000000000000000000000000000001010000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000101000000010000000000100000000000000000000000000000000000100000000000100000000000000010000000000000000000000010000001000000000000010000000000000010000"
3.4,"CC(C)(O)c1cc2nc(-c3cnc(N)nc3)nc(N3CCOCC3)c2s1","0000000001000000000000000000000000000000000000000000000000000000000000000100000000000000100000010100000000000000000000000000000000000000000100000000100000000000000000000000001000000000000000001000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000001000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000010000000000010000000000000000000000000000000000000000000000010000001000010010000000000000010000100000000001000000010100000000000000100000000001001000000000000000010000100110000000000000000000000100000000000000000000000000000000000000000000000000100000000000001000000000000000000000000001000000000000000000000000000000000001000000000000000010000000000000000001001000000000000001000000000010000110000000000000001000000000000000000000000000001000000000010000000000000000000000000000000000000001000000000000000000000000000000000"
3.4,"CC(C)n1nc(-c2cc3cc(C=O)ccc3s2)c2c(N)ncnc21","0000000000000010001100000000000000000000000000000000000000001001000000000000000000000000100100000000000000000000000000000000000000000000001000000000100000000000000000000000001000000000000000001000001000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000010000000000000000001001000000000000000000000100000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000001010000100000000000000010000000000000001000000000000000001000000000010000000000100000000000000000000000000000000100000000000000000000000000000000000000010000000000000001000000000000000000000000000000000001000000000000100000000100000000000000000000001000000000000000000000001000010000000001000000000000100000000000000000000000000000000000000000000000000000000000000100000001100000000000000000000001000001000000010010000000000000000000010"
3.4,"CN(C)c1ccc([N+](=O)[O-])cc1S(=O)(=O)N(C)N=Cc1cnn2ccc(Br)cc12","0000000000000000000000000000010000000000000000000000000000000010000000000000000000001000100000000000000000010000001000000000000000000000000000100000100000000001000000000000001000000000010000000000000000000000100000000000000000000000010000100000000000000010010000000000001000000000000000000000000101100000000110000000000010000000010000000000000000010000000000000100000000000100000000000000000000000000000000000000000010000000000000000000001000010000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000010000000000000000000000100000000000001000000000000000001000100010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000010000000000000000000000000000001000000000100000100000000000000000000000000000001000000000010000000000000000000010000000000000000000000100000000000000000000000000000000000000100000000001000000000000000000011010010000001000000000000000000000000000001000"
3.419090909,"Oc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1","0000000001000000000000000000000000000000000000000000000000000000000000000100000000000000100000000100000000000000000000000000000000000000000001000000100000000000000000000000001000000100000000001000000000000000000000001000000000000000000000000000000000000000100000000000000000000010000000010000000001000000000000000000000000010000000000000000000000000000000000000000000100000000000000000000000000000000001000000000000001000000000000000000000000010100000000000000000000000001001000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000001000000010000000000000000000100000000001000000000100000000000000000000001001001000000000000000010000100000000000000000000001000000000000100000000000000000000000000000000000000000100000000000000000010000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000010000000000000000000000000000010010010000000000000000000000000000000000000100000000000000000000000000110010000000000000000000000000000000000000000010001000000000000000"
3.5,"CCOc1ccc(-c2n[nH]c3ncnc(N)c23)cc1OC","0000000000000000000000000000000000000000000100000000000000000001000000000000010000000000000000000000000000000000000000000000000100000000000000000000100000000000000000000000001000100010000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000001000000100000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000100000000000000000000000000000000000100000000000000000000001000000000000000000000000000000000000000000000000000001110000100100000000000001000000000000000000000000000000001000000000000000000000100000000000000000000000000000000100000000000000000000000000001000000000000000000000000000000000000000000001000000000001000000000000000100000010000000000000000000000000000000000000000001000000000000000000000001000000000010000000100000000000000000000000000000000010001010000000100000100000000000000000000000000000000000000001100000000000000000000000000000000"
